페이지,공종,종별,종별_상세1,시험종목_1,시험종목_2,시험종목_3,시험방법,시험빈도,비고
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,"고
무
판",,인장강도,KS F 4424,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,,,신장률,,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,,,경도,,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,,,"노
화
후",,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,,,압축영구줄음율,,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,,,오존균열시험,,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,"PT
PE
판",,인장강도,,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,,,밀도,,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,"완
제
품",,재하시험,,,
30,도로공사,"교량 지지용
포트받침
(KS F 4424)",,,,내구성시험,,,
30,도로공사,"교량용 신축
이음장치",,"고
무",,인장시험,KS F 4425,,
30,도로공사,"교량용 신축
이음장치",,,,경도시험,,,
30,도로공사,"교량용 신축
이음장치",,,,인열시험,,,
30,도로공사,"교량용 신축
이음장치",,,,노화시험,,,
30,도로공사,"교량용 신축
이음장치",,,,압축영구 줄음율 시험,,,
30,도로공사,"교량용 신축
이음장치",,,,오존균열 시험,,,
30,도로공사,"교량용 신축
이음장치",,"강
재",,항복점 또는 내력,KS D 3503,,
30,도로공사,"교량용 신축
이음장치",,,,인장강도,,,
30,도로공사,"교량용 신축
이음장치",,,,연신율,,,
30,도로공사,"교량용 신축
이음장치",,,,굽힘성,,,
30,도로공사,"교량용 신축
이음장치",,"제
품",,수축신장시험,KS F 4425,,
30,도로공사,"교량용 신축
이음장치",,,,피로반복시험,,,
30,도로공사,PC콘,,인장 및 압축,,,해당 공사시방서,,
30,도로공사,"폴리염화비닐
지수판
(KS M 3805)",,"겉모양, 치수",,,KS M 3805,,
30,도로공사,"폴리염화비닐
지수판
(KS M 3805)",,밀도,,,,,
30,도로공사,"폴리염화비닐
지수판
(KS M 3805)",,경도,,,,,
30,도로공사,"폴리염화비닐
지수판
(KS M 3805)",,인장강도 및 인장변형,,,,,
30,도로공사,"폴리염화비닐
지수판
(KS M 3805)",,노화성,,,,,
30,도로공사,"폴리염화비닐
지수판
(KS M 3805)",,내약품성,,,,,
30,도로공사,"폴리염화비닐
지수판
(KS M 3805)",,유연온도,,,,,
30,도로공사,"이중벽 고밀도
폴리에틸렌관
(KS M 3500)",,"겉모양, 치수",,,KS M 3500,,
30,도로공사,"이중벽 고밀도
폴리에틸렌관
(KS M 3500)",,원강성계수,,,,,
30,도로공사,"이중벽 고밀도
폴리에틸렌관
(KS M 3500)",,편평시험,,,,,
30,도로공사,"이중벽 고밀도
폴리에틸렌관
(KS M 3500)",,연결부 수밀시험,,,,,
30,도로공사,"이중벽 고밀도
폴리에틸렌관
(KS M 3500)",,회분,,,,,
30,도로공사,"터널용
방수시트",,"합
성
고","겉모양, 치수",,KS F 4911,,
30,도로공사,"터널용
방수시트",,,인장성능,,,,
30,도로공사,"터널용
방수시트",,,인열성능,,,,
31,도로공사,,,"분
자
계",온도 의존성,·재질변화시마다,,,
31,도로공사,,,,가열신축성상,,,,
31,도로공사,,,,열화처리후의 인장성능,,,,
31,도로공사,,,,신장시의 열화성상,,,,
31,도로공사,,,,접합성상,,,,
31,도로공사,,,,"접합인장성능
(복합시트 경우)",,,,
31,도로공사,,,"개
량
아
스
팔
트",겉모양,,KS F 4917,,
31,도로공사,,,,"치수 및 제품의 단위
면적무게",,,,
31,도로공사,,,,인장강도,,,,
31,도로공사,,,,신장률,,,,
31,도로공사,,,,항장적,,,,
31,도로공사,,,,인열성능,,,,
31,도로공사,,,,내열성능,,,,
31,도로공사,,,,내피로성능,,,,
31,도로공사,,,,치수안정성,,,,
31,도로공사,,,,접합성능,,,,
31,도로공사,,,,내움푹패임 성능,,,,
31,도로공사,,,,"굴곡성능(무처리,가열후)",,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,전단 접착 성능,,"·제조회사별
·제품규격별",KS F 4931,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,인장 접착 강도,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,내투수성,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,내열 치수 안정성,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,저온 굴곡성,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,접합 강도,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,내피로성,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,내균열성,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,염화 이온 침투,,,KS F 2711,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,인장 성능,,,KS F 4917,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,내움푹 패임 성능,,,,,
31,도로공사,"교면용
방수시트
(KS F 4931)",,치수,,,,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,겉모양,,"·제조회사별
·제품규격별",KS F 4932,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,전단 접착 성능,,,,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,인장 접착 강도,,,,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,내투수성,,,,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,내열 치수 안정성,,,,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,내피로성,,,,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,내균열성,,,,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,작업성,,,KS M 5000-2421,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,불휘발분,,,KS M ISO 3251,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,지촉 건조 시간,,,KS M 5000-2511,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,인장 성능,,,KS F 3211,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,염화 이온 침투 저항성,,,KS F 2711,,
31,도로공사,"교면용 도막
방수재
(KS F 4932)",,내움푹 패임 성능,,,KS F 4917,,
32,수공구조물공사,"흙댐, 용수로,
배수로용
일반성토 및
표토",,함수비,,,"KS F 2306
또는 급속함수량
측정방법",·함수량 변화시마다,
32,수공구조물공사,"흙댐, 용수로,
배수로용
일반성토 및
표토",,다짐,,,KS F 2312,·토질변화시마다,"급속함수량 측정기
사용불가"
32,수공구조물공사,"흙댐, 용수로,
배수로용
일반성토 및
표토",,현장밀도,,,KS F 2311,"·토량 10,000세제곱미터마다
·매층마다
·용·배수로의 간선은 길이
200미터마다","급속함수량 측정기
사용가능"
32,수공구조물공사,"흙댐, 용수로,
배수로용
일반성토 및
표토",,투수,,,KS F 2322,·토질변화시마다,
32,수공구조물공사,축제성토공,,다짐,,,KS F 2312,·재질변화시마다,"급속함수량 측정기
사용불가"
32,수공구조물공사,축제성토공,,"현장밀도 또는 포화도
(점질토)",,,KS F 2311,"·각 층별 1회 이상
·층별 500미터마다. 다만,
토량이 1,000세제곱미터
미만인 공사는 1회 이상","급속함수량측정기
사용가능"
32,수공구조물공사,축제성토공,,함수비,,,"KS F 2306 또는
급속함수량
측정방법","·강우 후 또는 함수량 변화
시마다",
32,수공구조물공사,축제성토공,,투수,,,KS F 2322,·토질변화시마다,
32,수공구조물공사,"흙댐의
중심점토",,함수비,,,"KS F 2306 또는
급속함수량
측정방법",·토량 300세제곱미터마다,
32,수공구조물공사,"흙댐의
중심점토",,다짐,,,KS F 2312,·토질변화시마다,"급속함수량 측정기
사용불가"
32,수공구조물공사,"흙댐의
중심점토",,현장밀도,,,KS F 2311,"·토량 300세제곱미터마다
·매층마다","급속함수량 측정기
사용가능"
32,수공구조물공사,"흙댐의
중심점토",,투수,,,KS F 2322,·토질변화시마다,
32,수공구조물공사,"호안용 블록
(콘크리트 및
모르터)",,압축강도,,,"KS F 2405
또는 시편제작","·5,000매마다","·시편을 채취하여
시험
(1:1:1비율로 제작)"
32,수공구조물공사,"아연도 철선
(돌망태 포함)",,"모양, 치수",,,해당 공사시방서,"·제조회사별
·제품규격별 10톤마다",
32,수공구조물공사,"아연도 철선
(돌망태 포함)",,겉모양,,,,"·제조회사별
·제품규격별 10톤마다",
32,수공구조물공사,"아연도 철선
(돌망태 포함)",,아연 부착량,,,,"·제조회사별
·제품규격별 10톤마다",
32,수공구조물공사,"아연도 철선
(돌망태 포함)",,알루미늄 피복 두께,,,,"·제조회사별
·제품규격별 10톤마다",
32,조적공사,"콘크리트벽돌
(KS F 4004)",,겉모양,,,KS F 4004,"·제품 100,000매당",
32,조적공사,"콘크리트벽돌
(KS F 4004)",,치수,,,,"·제품 100,000매당",
32,조적공사,"콘크리트벽돌
(KS F 4004)",,기건 비중,,,,"·제품 100,000매당",
32,조적공사,"콘크리트벽돌
(KS F 4004)",,압축 강도,,,,"·제품 100,000매당",
32,조적공사,"콘크리트벽돌
(KS F 4004)",,흡수율,,,,"·제품 100,000매당",
32,조적공사,점토벽돌,,겉모양,,,KS L 4201,"·제품 50,000매당",
33,조적공사,(KS L 4201),,치수,,,,,
33,조적공사,(KS L 4201),,흡수율,,,,,
33,조적공사,(KS L 4201),,압축강도,,,,,
33,조적공사,"내화 점토질
벽돌
(KS L 3201)",,"모양, 치수",,,KS L 3104,"·제품 30,000매당",
33,조적공사,"내화 점토질
벽돌
(KS L 3201)",,내화도,,,KS L 3113,"·제품 30,000매당",
33,조적공사,"내화 점토질
벽돌
(KS L 3201)",,압축 강도,,,KS L 3115-1,"·제품 30,000매당",
33,조적공사,"내화 점토질
벽돌
(KS L 3201)",,잔존 선팽창 수축률,,,KS L 3117,"·제품 30,000매당",
33,조적공사,"내화 점토질
벽돌
(KS L 3201)",,하중 연화점,,,KS L 3119,"·제품 30,000매당",
33,조적공사,"고알루미나질
내화벽돌
(KS L 3205)",,"모양, 치수",,,KS L 3104,"·제품 30,000매당",
33,조적공사,"고알루미나질
내화벽돌
(KS L 3205)",,내화도,,,KS L 3113,"·제품 30,000매당",
33,조적공사,"고알루미나질
내화벽돌
(KS L 3205)",,압축 강도,,,KS L 3115-1,"·제품 30,000매당",
33,조적공사,"고알루미나질
내화벽돌
(KS L 3205)",,잔존 선팽창 수축률,,,KS L 3117,"·제품 30,000매당",
33,조적공사,"고알루미나질
내화벽돌
(KS L 3205)",,화학 성분,,,KS L ISO 26845,"·제품 30,000매당",
33,조적공사,"내화단열벽돌
(KS L 3301)",,열전도율,,,KS L 3121,"·제품 30,000매당",
33,조적공사,"내화단열벽돌
(KS L 3301)",,겉모양,,,KS L 3301,"·제품 30,000매당",
33,조적공사,"내화단열벽돌
(KS L 3301)",,"재가열수축률 2%를 초과하지
않는 온도",,,KS L 3303,"·제품 30,000매당",
33,조적공사,"내화단열벽돌
(KS L 3301)",,부피비중,,,KS L 3304,"·제품 30,000매당",
33,조적공사,"내화단열벽돌
(KS L 3301)",,압축강도,,,KS L 3305,"·제품 30,000매당",
33,조적공사,"연소재벽돌
(KS L 8520)",,겉모양 및 치수,,,KS L 8520,"·제품 10,000매당",
33,조적공사,"연소재벽돌
(KS L 8520)",,압축강도,,,,"·제품 10,000매당",
33,조적공사,"연소재벽돌
(KS L 8520)",,흡수율,,,,"·제품 10,000매당",
33,조적공사,"속빈콘크
리트블록
(KS F 4002)",,겉모양 및 치수,,,KS F 4002,"·제품 10,000매당",
33,조적공사,"속빈콘크
리트블록
(KS F 4002)",,기건비중,,,,"·제품 10,000매당",
33,조적공사,"속빈콘크
리트블록
(KS F 4002)",,압축 강도,,,,"·제품 10,000매당",
33,조적공사,"속빈콘크
리트블록
(KS F 4002)",,흡수율,,,,"·제품 10,000매당",
33,조적공사,"치장콘크리트
블록
(KS F 4038)",,겉모양 및 치수,,,KS F 4038,"·제품 3,000매당",
33,조적공사,"치장콘크리트
블록
(KS F 4038)",,압축강도,,,,"·제품 3,000매당",
33,조적공사,"치장콘크리트
블록
(KS F 4038)",,흡수율,,,,"·제품 3,000매당",
33,조적공사,"치장콘크리트
블록
(KS F 4038)",,투수성,,,,"·제품 3,000매당",
33,조적공사,"경량기포
콘크리트블록
(KS F 2701)",,겉모양 및 치수,,,KS F 2701,"·제품 1,000매당",
33,조적공사,"경량기포
콘크리트블록
(KS F 2701)",,절건비중,,,,"·제품 1,000매당",
33,조적공사,"경량기포
콘크리트블록
(KS F 2701)",,압축강도,,,,"·제품 1,000매당",
33,조적공사,"경량기포
콘크리트블록
(KS F 2701)",,단열성 시험,,,KS F 2277,"·제품 1,000매당",
33,조적공사,"속빈유리블록
(KS F 4903)",,겉모양 및 치수,,,KS F 4903,"·제품 1,000매당",
33,조적공사,"속빈유리블록
(KS F 4903)",,비틀림,,,,"·제품 1,000매당",
33,조적공사,"속빈유리블록
(KS F 4903)",,압축강도,,,,"·제품 1,000매당",
33,조적공사,"속빈유리블록
(KS F 4903)",,열 충격성,,,,"·제품 1,000매당",
33,조적공사,"속빈유리블록
(KS F 4903)",,알칼리 용출량,,,KS L 2301,"·제품 1,000매당",
33,조적공사,"속빈유리블록
(KS F 4903)",,열관류 저항,,,KS F 2277,"·제품 1,000매당",
33,방수공사,"시멘트계
액체형 방수제",,안정성,,,KS F 4925,"·제조회사별
·제품규격별",
33,방수공사,"시멘트계
액체형 방수제",,투수비,,,,"·제조회사별
·제품규격별",
34,방수공사,(KS F 4925),,부착 강도,,,,,
34,방수공사,(KS F 4925),,물흡수 계수,,,KS F 2609,,
34,방수공사,(KS F 4925),,응결 시간,,,KS L 5103,,
34,방수공사,(KS F 4925),,압축 강도,,,KS L 5105,,
34,방수공사,"건설용
도막방수재
(KS F 3211)",,인장성능,,,KS F 3211,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,인열 성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,온도 의존성,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,가열 신축 성상,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,열화 처리 후 인장성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,신장시 열화 성상,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,부착 성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,내피로 성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,흘러내림 저항,,,,"·제조회사별
·제품규격별",
34,방수공사,"건설용
도막방수재
(KS F 3211)",,고형분,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,"도포 작업성, 지촉 건조 시간",,,KS F 4922,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,겉모양,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,인장 성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,인열 성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,온도 의존성,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,가열 신축 성상,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,열화 처리 후 인장성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,신장시 열화 성상,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,부착 성능,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,내피로성,,,,"·제조회사별
·제품규격별",
34,방수공사,"폴리우레아
수지 도막
방수재
(KS F 4922)",,고형분,,,KS M ISO 3251,"·제조회사별
·제품규격별",
34,방수공사,"아스팔트
펠 트
(KS F 4901)",,"겉모양, 치수 및 질량",,,KS F 4901,"·제조회사별
·제품규격별",
